Date,zone,centre,Price
22-04-98,3,CUTTACK,NA
22-04-98,3,KOLKATA,NA
22-04-98,3,AGARTALA,NA
22-04-98,4,HYDERABAD,NA
22-04-98,4,VIJAYAWADA,NA
22-04-98,4,BANGALORE,NA
22-04-98,4,THIRUVANANTHAPURAM,NA
22-04-98,4,ERNAKULAM,NA
22-04-98,4,CHENNAI,NA
22-04-98,4,MADURAI,NA
22-04-98,4,PONDICHERRY,NA
29-04-98,1,HISAR,NA
29-04-98,1,KARNAL,NA
29-04-98,1,SHIMLA,NA
29-04-98,1,MANDI,NA
29-04-98,1,AMRITSAR,NA
29-04-98,1,LUDHIANA,NA
29-04-98,1,LUCKNOW,NA
29-04-98,1,KANPUR,NA
29-04-98,1,CHANDIGARH,NA
29-04-98,1,DELHI,NA
29-04-98,2,AHMEDABAD,NA
29-04-98,2,RAJKOT,NA
29-04-98,2,PANAJI,NA
29-04-98,2,BHOPAL,NA
29-04-98,2,INDORE,NA
29-04-98,2,MUMBAI,NA
29-04-98,2,NAGPUR,NA
29-04-98,2,JAIPUR,NA
29-04-98,2,JODHPUR,NA
29-04-98,3,GUWAHATI,NA
29-04-98,3,PATNA,NA
29-04-98,3,SHILLONG,NA
29-04-98,3,AIZAWL,NA
29-04-98,3,BHUBANESHWAR,NA
29-04-98,3,CUTTACK,NA
29-04-98,3,KOLKATA,NA
29-04-98,3,AGARTALA,NA
29-04-98,4,HYDERABAD,NA
29-04-98,4,VIJAYAWADA,NA
29-04-98,4,BANGALORE,NA
29-04-98,4,THIRUVANANTHAPURAM,NA
29-04-98,4,ERNAKULAM,NA
29-04-98,4,CHENNAI,NA
29-04-98,4,MADURAI,NA
29-04-98,4,PONDICHERRY,NA
06-05-98,1,HISAR,NA
06-05-98,1,KARNAL,NA
06-05-98,1,SHIMLA,NA
06-05-98,1,MANDI,NA
06-05-98,1,AMRITSAR,NA
06-05-98,1,LUDHIANA,NA
06-05-98,1,LUCKNOW,NA
06-05-98,1,KANPUR,NA
06-05-98,1,CHANDIGARH,NA
06-05-98,1,DELHI,NA
06-05-98,2,AHMEDABAD,NA
06-05-98,2,RAJKOT,NA
06-05-98,2,PANAJI,NA
06-05-98,2,BHOPAL,NA
06-05-98,2,INDORE,NA
06-05-98,2,MUMBAI,NA
06-05-98,2,NAGPUR,NA
06-05-98,2,JAIPUR,NA
06-05-98,2,JODHPUR,NA
06-05-98,3,GUWAHATI,NA
06-05-98,3,PATNA,NA
06-05-98,3,SHILLONG,NA
06-05-98,3,AIZAWL,NA
06-05-98,3,BHUBANESHWAR,NA
06-05-98,3,CUTTACK,NA
06-05-98,3,KOLKATA,NA
06-05-98,3,AGARTALA,NA
06-05-98,4,HYDERABAD,NA
06-05-98,4,VIJAYAWADA,NA
06-05-98,4,BANGALORE,NA
06-05-98,4,THIRUVANANTHAPURAM,NA
06-05-98,4,ERNAKULAM,NA
06-05-98,4,CHENNAI,NA
06-05-98,4,MADURAI,NA
06-05-98,4,PONDICHERRY,NA
13-05-98,1,HISAR,NA
13-05-98,1,KARNAL,NA
13-05-98,1,SHIMLA,NA
13-05-98,1,MANDI,NA
13-05-98,1,AMRITSAR,NA
13-05-98,1,LUDHIANA,NA
13-05-98,1,LUCKNOW,NA
13-05-98,1,KANPUR,NA
13-05-98,1,CHANDIGARH,NA
13-05-98,1,DELHI,NA
13-05-98,2,AHMEDABAD,NA
13-05-98,2,RAJKOT,NA
13-05-98,2,PANAJI,NA
13-05-98,2,BHOPAL,NA
13-05-98,2,INDORE,NA
13-05-98,2,MUMBAI,NA
13-05-98,2,NAGPUR,NA
13-05-98,2,JAIPUR,NA
13-05-98,2,JODHPUR,NA
13-05-98,3,GUWAHATI,NA
13-05-98,3,PATNA,NA
13-05-98,3,SHILLONG,NA
13-05-98,3,AIZAWL,NA
13-05-98,3,BHUBANESHWAR,NA
13-05-98,3,CUTTACK,NA
13-05-98,3,KOLKATA,NA
13-05-98,3,AGARTALA,NA
13-05-98,4,HYDERABAD,NA
13-05-98,4,VIJAYAWADA,NA
13-05-98,4,BANGALORE,NA
13-05-98,4,THIRUVANANTHAPURAM,NA
13-05-98,4,ERNAKULAM,NA
13-05-98,4,CHENNAI,NA
13-05-98,4,MADURAI,NA
13-05-98,4,PONDICHERRY,NA
20-05-98,1,HISAR,NA
20-05-98,1,KARNAL,NA
20-05-98,1,SHIMLA,NA
20-05-98,1,MANDI,NA
20-05-98,1,AMRITSAR,NA
20-05-98,1,LUDHIANA,NA
20-05-98,1,LUCKNOW,NA
20-05-98,1,KANPUR,NA
20-05-98,1,CHANDIGARH,NA
20-05-98,1,DELHI,NA
20-05-98,2,AHMEDABAD,NA
20-05-98,2,RAJKOT,NA
20-05-98,2,PANAJI,NA
20-05-98,2,BHOPAL,NA
20-05-98,2,INDORE,NA
20-05-98,2,MUMBAI,NA
20-05-98,2,NAGPUR,NA
20-05-98,2,JAIPUR,NA
20-05-98,2,JODHPUR,NA
20-05-98,3,GUWAHATI,NA
20-05-98,3,PATNA,NA
20-05-98,3,SHILLONG,NA
20-05-98,3,AIZAWL,NA
20-05-98,3,BHUBANESHWAR,NA
20-05-98,3,CUTTACK,NA
20-05-98,3,KOLKATA,NA
20-05-98,3,AGARTALA,NA
20-05-98,4,HYDERABAD,NA
20-05-98,4,VIJAYAWADA,NA
20-05-98,4,BANGALORE,NA
20-05-98,4,THIRUVANANTHAPURAM,NA
20-05-98,4,ERNAKULAM,NA
20-05-98,4,CHENNAI,NA
20-05-98,4,MADURAI,NA
20-05-98,4,PONDICHERRY,NA
27-05-98,1,HISAR,NA
27-05-98,1,KARNAL,NA
27-05-98,1,SHIMLA,NA
27-05-98,1,MANDI,NA
27-05-98,1,AMRITSAR,NA
27-05-98,1,LUDHIANA,NA
27-05-98,1,LUCKNOW,NA
27-05-98,1,KANPUR,NA
27-05-98,1,CHANDIGARH,NA
27-05-98,1,DELHI,NA
27-05-98,2,AHMEDABAD,NA
27-05-98,2,RAJKOT,NA
27-05-98,2,PANAJI,NA
27-05-98,2,BHOPAL,NA
27-05-98,2,INDORE,NA
27-05-98,2,MUMBAI,NA
27-05-98,2,NAGPUR,NA
27-05-98,2,JAIPUR,NA
27-05-98,2,JODHPUR,NA
27-05-98,3,GUWAHATI,NA
27-05-98,3,PATNA,NA
27-05-98,3,SHILLONG,NA
27-05-98,3,AIZAWL,NA
27-05-98,3,BHUBANESHWAR,NA
27-05-98,3,CUTTACK,NA
27-05-98,3,KOLKATA,NA
27-05-98,3,AGARTALA,NA
27-05-98,4,HYDERABAD,NA
27-05-98,4,VIJAYAWADA,NA
27-05-98,4,BANGALORE,NA
27-05-98,4,THIRUVANANTHAPURAM,NA
27-05-98,4,ERNAKULAM,NA
27-05-98,4,CHENNAI,NA
27-05-98,4,MADURAI,NA
27-05-98,4,PONDICHERRY,NA
03-06-98,1,HISAR,NA
03-06-98,1,KARNAL,NA
03-06-98,1,SHIMLA,NA
03-06-98,1,MANDI,NA
03-06-98,1,AMRITSAR,NA
03-06-98,1,LUDHIANA,NA
03-06-98,1,LUCKNOW,NA
03-06-98,1,KANPUR,NA
03-06-98,1,CHANDIGARH,NA
03-06-98,1,DELHI,NA
03-06-98,2,AHMEDABAD,NA
03-06-98,2,RAJKOT,NA
03-06-98,2,PANAJI,NA
03-06-98,2,BHOPAL,NA
03-06-98,2,INDORE,NA
03-06-98,2,MUMBAI,NA
03-06-98,2,NAGPUR,NA
03-06-98,2,JAIPUR,NA
03-06-98,2,JODHPUR,NA
03-06-98,3,GUWAHATI,NA
03-06-98,3,PATNA,NA
03-06-98,3,SHILLONG,NA
03-06-98,3,AIZAWL,NA
03-06-98,3,BHUBANESHWAR,NA
03-06-98,3,CUTTACK,NA
03-06-98,3,KOLKATA,NA
03-06-98,3,AGARTALA,NA
03-06-98,4,HYDERABAD,NA
03-06-98,4,VIJAYAWADA,NA
03-06-98,4,BANGALORE,NA
03-06-98,4,THIRUVANANTHAPURAM,NA
03-06-98,4,ERNAKULAM,NA
03-06-98,4,CHENNAI,NA
03-06-98,4,MADURAI,NA
03-06-98,4,PONDICHERRY,NA
10-06-98,1,HISAR,NA
10-06-98,1,KARNAL,NA
10-06-98,1,SHIMLA,NA
10-06-98,1,MANDI,NA
10-06-98,1,AMRITSAR,NA
10-06-98,1,LUDHIANA,NA
10-06-98,1,LUCKNOW,NA
10-06-98,1,KANPUR,NA
10-06-98,1,CHANDIGARH,NA
10-06-98,1,DELHI,NA
10-06-98,2,AHMEDABAD,NA
10-06-98,2,RAJKOT,NA
10-06-98,2,PANAJI,NA
10-06-98,2,BHOPAL,NA
10-06-98,2,INDORE,NA
10-06-98,2,MUMBAI,NA
10-06-98,2,NAGPUR,NA
10-06-98,2,JAIPUR,NA
10-06-98,2,JODHPUR,NA
10-06-98,3,GUWAHATI,NA
10-06-98,3,PATNA,NA
10-06-98,3,SHILLONG,NA
10-06-98,3,AIZAWL,NA
10-06-98,3,BHUBANESHWAR,NA
10-06-98,3,CUTTACK,NA
10-06-98,3,KOLKATA,NA
10-06-98,3,AGARTALA,NA
10-06-98,4,HYDERABAD,NA
10-06-98,4,VIJAYAWADA,NA
10-06-98,4,BANGALORE,NA
10-06-98,4,THIRUVANANTHAPURAM,NA
10-06-98,4,ERNAKULAM,NA
10-06-98,4,CHENNAI,NA
10-06-98,4,MADURAI,NA
10-06-98,4,PONDICHERRY,NA
17-06-98,1,HISAR,NA
17-06-98,1,KARNAL,NA
17-06-98,1,SHIMLA,NA
17-06-98,1,MANDI,NA
17-06-98,1,AMRITSAR,NA
17-06-98,1,LUDHIANA,NA
17-06-98,1,LUCKNOW,NA
17-06-98,1,KANPUR,NA
17-06-98,1,CHANDIGARH,NA
17-06-98,1,DELHI,NA
17-06-98,2,AHMEDABAD,NA
17-06-98,2,RAJKOT,NA
17-06-98,2,PANAJI,NA
17-06-98,2,BHOPAL,NA
17-06-98,2,INDORE,NA
17-06-98,2,MUMBAI,NA
17-06-98,2,NAGPUR,NA
17-06-98,2,JAIPUR,NA
17-06-98,2,JODHPUR,NA
17-06-98,3,GUWAHATI,NA
17-06-98,3,PATNA,NA
17-06-98,3,SHILLONG,NA
17-06-98,3,AIZAWL,NA
17-06-98,3,BHUBANESHWAR,NA
17-06-98,3,CUTTACK,NA
17-06-98,3,KOLKATA,NA
17-06-98,3,AGARTALA,NA
17-06-98,4,HYDERABAD,NA
17-06-98,4,VIJAYAWADA,NA
17-06-98,4,BANGALORE,NA
17-06-98,4,THIRUVANANTHAPURAM,NA
17-06-98,4,ERNAKULAM,NA
17-06-98,4,CHENNAI,NA
17-06-98,4,MADURAI,NA
17-06-98,4,PONDICHERRY,NA
24-06-98,1,HISAR,NA
24-06-98,1,KARNAL,NA
24-06-98,1,SHIMLA,NA
24-06-98,1,MANDI,NA
24-06-98,1,AMRITSAR,NA
24-06-98,1,LUDHIANA,NA
24-06-98,1,LUCKNOW,NA
24-06-98,1,KANPUR,NA
24-06-98,1,CHANDIGARH,NA
24-06-98,1,DELHI,NA
24-06-98,2,AHMEDABAD,NA
24-06-98,2,RAJKOT,NA
24-06-98,2,PANAJI,NA
24-06-98,2,BHOPAL,NA
24-06-98,2,INDORE,NA
24-06-98,2,MUMBAI,NA
24-06-98,2,NAGPUR,NA
24-06-98,2,JAIPUR,NA
24-06-98,2,JODHPUR,NA
24-06-98,3,GUWAHATI,NA
24-06-98,3,PATNA,NA
24-06-98,3,SHILLONG,NA
24-06-98,3,AIZAWL,NA
24-06-98,3,BHUBANESHWAR,NA
24-06-98,3,CUTTACK,NA
24-06-98,3,KOLKATA,NA
24-06-98,3,AGARTALA,NA
24-06-98,4,HYDERABAD,NA
24-06-98,4,VIJAYAWADA,NA
24-06-98,4,BANGALORE,NA
24-06-98,4,THIRUVANANTHAPURAM,NA
24-06-98,4,ERNAKULAM,NA
24-06-98,4,CHENNAI,NA
24-06-98,4,MADURAI,NA
24-06-98,4,PONDICHERRY,NA
01-07-98,1,HISAR,NA
01-07-98,1,KARNAL,NA
01-07-98,1,SHIMLA,NA
01-07-98,1,MANDI,NA
01-07-98,1,AMRITSAR,NA
01-07-98,1,LUDHIANA,NA
01-07-98,1,LUCKNOW,NA
01-07-98,1,KANPUR,NA
01-07-98,1,CHANDIGARH,NA
01-07-98,1,DELHI,NA
01-07-98,2,AHMEDABAD,NA
01-07-98,2,RAJKOT,NA
01-07-98,2,PANAJI,NA
01-07-98,2,BHOPAL,NA
01-07-98,2,INDORE,NA
01-07-98,2,MUMBAI,NA
01-07-98,2,NAGPUR,NA
01-07-98,2,JAIPUR,NA
01-07-98,2,JODHPUR,NA
01-07-98,3,GUWAHATI,NA
01-07-98,3,PATNA,NA
01-07-98,3,SHILLONG,NA
01-07-98,3,AIZAWL,NA
01-07-98,3,BHUBANESHWAR,NA
01-07-98,3,CUTTACK,NA
01-07-98,3,KOLKATA,NA
01-07-98,3,AGARTALA,NA
01-07-98,4,HYDERABAD,NA
01-07-98,4,VIJAYAWADA,NA
01-07-98,4,BANGALORE,NA
01-07-98,4,THIRUVANANTHAPURAM,NA
01-07-98,4,ERNAKULAM,NA
01-07-98,4,CHENNAI,NA
01-07-98,4,MADURAI,NA
01-07-98,4,PONDICHERRY,NA
08-07-98,1,HISAR,NA
08-07-98,1,KARNAL,NA
08-07-98,1,SHIMLA,NA
08-07-98,1,MANDI,NA
08-07-98,1,AMRITSAR,NA
08-07-98,1,LUDHIANA,NA
08-07-98,1,LUCKNOW,NA
08-07-98,1,KANPUR,NA
08-07-98,1,CHANDIGARH,NA
08-07-98,1,DELHI,NA
08-07-98,2,AHMEDABAD,NA
08-07-98,2,RAJKOT,NA
08-07-98,2,PANAJI,NA
08-07-98,2,BHOPAL,NA
08-07-98,2,INDORE,NA
08-07-98,2,MUMBAI,NA
08-07-98,2,NAGPUR,NA
08-07-98,2,JAIPUR,NA
08-07-98,2,JODHPUR,NA
08-07-98,3,GUWAHATI,NA
08-07-98,3,PATNA,NA
08-07-98,3,SHILLONG,NA
08-07-98,3,AIZAWL,NA
08-07-98,3,BHUBANESHWAR,NA
08-07-98,3,CUTTACK,NA
08-07-98,3,KOLKATA,NA
08-07-98,3,AGARTALA,NA
08-07-98,4,HYDERABAD,NA
08-07-98,4,VIJAYAWADA,NA
08-07-98,4,BANGALORE,NA
08-07-98,4,THIRUVANANTHAPURAM,NA
08-07-98,4,ERNAKULAM,NA
08-07-98,4,CHENNAI,NA
08-07-98,4,MADURAI,NA
08-07-98,4,PONDICHERRY,NA
15-07-98,1,HISAR,NA
15-07-98,1,KARNAL,NA
15-07-98,1,SHIMLA,NA
15-07-98,1,MANDI,NA
15-07-98,1,AMRITSAR,NA
15-07-98,1,LUDHIANA,NA
15-07-98,1,LUCKNOW,NA
15-07-98,1,KANPUR,NA
15-07-98,1,CHANDIGARH,NA
15-07-98,1,DELHI,NA
15-07-98,2,AHMEDABAD,NA
15-07-98,2,RAJKOT,NA
15-07-98,2,PANAJI,NA
15-07-98,2,BHOPAL,NA
15-07-98,2,INDORE,NA
15-07-98,2,MUMBAI,NA
15-07-98,2,NAGPUR,NA
15-07-98,2,JAIPUR,NA
15-07-98,2,JODHPUR,NA
15-07-98,3,GUWAHATI,NA
15-07-98,3,PATNA,NA
15-07-98,3,SHILLONG,NA
15-07-98,3,AIZAWL,NA
15-07-98,3,BHUBANESHWAR,NA
15-07-98,3,CUTTACK,NA
15-07-98,3,KOLKATA,NA
15-07-98,3,AGARTALA,NA
15-07-98,4,HYDERABAD,NA
15-07-98,4,VIJAYAWADA,NA
15-07-98,4,BANGALORE,NA
15-07-98,4,THIRUVANANTHAPURAM,NA
15-07-98,4,ERNAKULAM,NA
15-07-98,4,CHENNAI,NA
15-07-98,4,MADURAI,NA
15-07-98,4,PONDICHERRY,NA
22-07-98,1,HISAR,NA
22-07-98,1,KARNAL,NA
22-07-98,1,SHIMLA,NA
22-07-98,1,MANDI,NA
22-07-98,1,AMRITSAR,NA
22-07-98,1,LUDHIANA,NA
22-07-98,1,LUCKNOW,NA
22-07-98,1,KANPUR,NA
22-07-98,1,CHANDIGARH,NA
22-07-98,1,DELHI,NA
22-07-98,2,AHMEDABAD,NA
22-07-98,2,RAJKOT,NA
22-07-98,2,PANAJI,NA
22-07-98,2,BHOPAL,NA
22-07-98,2,INDORE,NA
22-07-98,2,MUMBAI,NA
22-07-98,2,NAGPUR,NA
22-07-98,2,JAIPUR,NA
22-07-98,2,JODHPUR,NA
22-07-98,3,GUWAHATI,NA
22-07-98,3,PATNA,NA
22-07-98,3,SHILLONG,NA
22-07-98,3,AIZAWL,NA
22-07-98,3,BHUBANESHWAR,NA
22-07-98,3,CUTTACK,NA
22-07-98,3,KOLKATA,NA
22-07-98,3,AGARTALA,NA
22-07-98,4,HYDERABAD,NA
22-07-98,4,VIJAYAWADA,NA
22-07-98,4,BANGALORE,NA
22-07-98,4,THIRUVANANTHAPURAM,NA
22-07-98,4,ERNAKULAM,NA
22-07-98,4,CHENNAI,NA
22-07-98,4,MADURAI,NA
22-07-98,4,PONDICHERRY,NA
29-07-98,1,HISAR,NA
29-07-98,1,KARNAL,NA
29-07-98,1,SHIMLA,NA
29-07-98,1,MANDI,NA
29-07-98,1,AMRITSAR,NA
29-07-98,1,LUDHIANA,NA
29-07-98,1,LUCKNOW,NA
29-07-98,1,KANPUR,NA
29-07-98,1,CHANDIGARH,NA
29-07-98,1,DELHI,NA
29-07-98,2,AHMEDABAD,NA
29-07-98,2,RAJKOT,NA
29-07-98,2,PANAJI,NA
29-07-98,2,BHOPAL,NA
29-07-98,2,INDORE,NA
29-07-98,2,MUMBAI,NA
29-07-98,2,NAGPUR,NA
29-07-98,2,JAIPUR,NA
29-07-98,2,JODHPUR,NA
29-07-98,3,GUWAHATI,NA
29-07-98,3,PATNA,NA
29-07-98,3,SHILLONG,NA
29-07-98,3,AIZAWL,NA
29-07-98,3,BHUBANESHWAR,NA
29-07-98,3,CUTTACK,NA
29-07-98,3,KOLKATA,NA
29-07-98,3,AGARTALA,NA
29-07-98,4,HYDERABAD,NA
29-07-98,4,VIJAYAWADA,NA
29-07-98,4,BANGALORE,NA
29-07-98,4,THIRUVANANTHAPURAM,NA
29-07-98,4,ERNAKULAM,NA
29-07-98,4,CHENNAI,NA
29-07-98,4,MADURAI,NA
29-07-98,4,PONDICHERRY,NA
05-08-98,1,HISAR,NA
05-08-98,1,KARNAL,NA
05-08-98,1,SHIMLA,NA
05-08-98,1,MANDI,NA
05-08-98,1,AMRITSAR,NA
05-08-98,1,LUDHIANA,NA
05-08-98,1,LUCKNOW,NA
05-08-98,1,KANPUR,NA
05-08-98,1,CHANDIGARH,NA
05-08-98,1,DELHI,NA
05-08-98,2,AHMEDABAD,NA
05-08-98,2,RAJKOT,NA
05-08-98,2,PANAJI,NA
05-08-98,2,BHOPAL,NA
05-08-98,2,INDORE,NA
05-08-98,2,MUMBAI,NA
05-08-98,2,NAGPUR,NA
05-08-98,2,JAIPUR,NA
05-08-98,2,JODHPUR,NA
05-08-98,3,GUWAHATI,NA
05-08-98,3,PATNA,NA
05-08-98,3,SHILLONG,NA
05-08-98,3,AIZAWL,NA
05-08-98,3,BHUBANESHWAR,NA
05-08-98,3,CUTTACK,NA
05-08-98,3,KOLKATA,NA
05-08-98,3,AGARTALA,NA
05-08-98,4,HYDERABAD,NA
05-08-98,4,VIJAYAWADA,NA
05-08-98,4,BANGALORE,NA
05-08-98,4,THIRUVANANTHAPURAM,NA
05-08-98,4,ERNAKULAM,NA
05-08-98,4,CHENNAI,NA
05-08-98,4,MADURAI,NA
05-08-98,4,PONDICHERRY,NA
12-08-98,1,HISAR,NA
12-08-98,1,KARNAL,NA
12-08-98,1,SHIMLA,NA
12-08-98,1,MANDI,NA
12-08-98,1,AMRITSAR,NA
12-08-98,1,LUDHIANA,NA
12-08-98,1,LUCKNOW,NA
12-08-98,1,KANPUR,NA
12-08-98,1,CHANDIGARH,NA
12-08-98,1,DELHI,NA
12-08-98,2,AHMEDABAD,NA
12-08-98,2,RAJKOT,NA
12-08-98,2,PANAJI,NA
12-08-98,2,BHOPAL,NA
12-08-98,2,INDORE,NA
12-08-98,2,MUMBAI,NA
12-08-98,2,NAGPUR,NA
12-08-98,2,JAIPUR,NA
12-08-98,2,JODHPUR,NA
12-08-98,3,GUWAHATI,NA
12-08-98,3,PATNA,NA
12-08-98,3,SHILLONG,NA
12-08-98,3,AIZAWL,NA
12-08-98,3,BHUBANESHWAR,NA
12-08-98,3,CUTTACK,NA
12-08-98,3,KOLKATA,NA
12-08-98,3,AGARTALA,NA
12-08-98,4,HYDERABAD,NA
12-08-98,4,VIJAYAWADA,NA
12-08-98,4,BANGALORE,NA
12-08-98,4,THIRUVANANTHAPURAM,NA
12-08-98,4,ERNAKULAM,NA
12-08-98,4,CHENNAI,NA
12-08-98,4,MADURAI,NA
12-08-98,4,PONDICHERRY,NA
19-08-98,1,HISAR,NA
19-08-98,1,KARNAL,NA
19-08-98,1,SHIMLA,NA
19-08-98,1,MANDI,NA
19-08-98,1,AMRITSAR,NA
19-08-98,1,LUDHIANA,NA
19-08-98,1,LUCKNOW,NA
19-08-98,1,KANPUR,NA
19-08-98,1,CHANDIGARH,NA
19-08-98,1,DELHI,NA
19-08-98,2,AHMEDABAD,NA
19-08-98,2,RAJKOT,NA
19-08-98,2,PANAJI,NA
19-08-98,2,BHOPAL,NA
19-08-98,2,INDORE,NA
19-08-98,2,MUMBAI,NA
19-08-98,2,NAGPUR,NA
19-08-98,2,JAIPUR,NA
19-08-98,2,JODHPUR,NA
19-08-98,3,GUWAHATI,NA
19-08-98,3,PATNA,NA
19-08-98,3,SHILLONG,NA
19-08-98,3,AIZAWL,NA
19-08-98,3,BHUBANESHWAR,NA
19-08-98,3,CUTTACK,NA
19-08-98,3,KOLKATA,NA
19-08-98,3,AGARTALA,NA
19-08-98,4,HYDERABAD,NA
19-08-98,4,VIJAYAWADA,NA
19-08-98,4,BANGALORE,NA
19-08-98,4,THIRUVANANTHAPURAM,NA
19-08-98,4,ERNAKULAM,NA
19-08-98,4,CHENNAI,NA
19-08-98,4,MADURAI,NA
19-08-98,4,PONDICHERRY,NA
26-08-98,1,HISAR,NA
26-08-98,1,KARNAL,NA
26-08-98,1,SHIMLA,NA
26-08-98,1,MANDI,NA
26-08-98,1,AMRITSAR,NA
26-08-98,1,LUDHIANA,NA
26-08-98,1,LUCKNOW,NA
26-08-98,1,KANPUR,NA
26-08-98,1,CHANDIGARH,NA
26-08-98,1,DELHI,NA
26-08-98,2,AHMEDABAD,NA
26-08-98,2,RAJKOT,NA
26-08-98,2,PANAJI,NA
26-08-98,2,BHOPAL,NA
26-08-98,2,INDORE,NA
26-08-98,2,MUMBAI,NA
26-08-98,2,NAGPUR,NA
26-08-98,2,JAIPUR,NA
26-08-98,2,JODHPUR,NA
26-08-98,3,GUWAHATI,NA
26-08-98,3,PATNA,NA
26-08-98,3,SHILLONG,NA
26-08-98,3,AIZAWL,NA
26-08-98,3,BHUBANESHWAR,NA
26-08-98,3,CUTTACK,NA
26-08-98,3,KOLKATA,NA
26-08-98,3,AGARTALA,NA
26-08-98,4,HYDERABAD,NA
26-08-98,4,VIJAYAWADA,NA
26-08-98,4,BANGALORE,NA
26-08-98,4,THIRUVANANTHAPURAM,NA
26-08-98,4,ERNAKULAM,NA
26-08-98,4,CHENNAI,NA
26-08-98,4,MADURAI,NA
26-08-98,4,PONDICHERRY,NA
02-09-98,1,HISAR,NA
02-09-98,1,KARNAL,NA
02-09-98,1,SHIMLA,NA
02-09-98,1,MANDI,NA
02-09-98,1,AMRITSAR,NA
02-09-98,1,LUDHIANA,NA
02-09-98,1,LUCKNOW,NA
02-09-98,1,KANPUR,NA
02-09-98,1,CHANDIGARH,NA
02-09-98,1,DELHI,NA
02-09-98,2,AHMEDABAD,NA
02-09-98,2,RAJKOT,NA
02-09-98,2,PANAJI,NA
02-09-98,2,BHOPAL,NA
02-09-98,2,INDORE,NA
02-09-98,2,MUMBAI,NA
02-09-98,2,NAGPUR,NA
02-09-98,2,JAIPUR,NA
02-09-98,2,JODHPUR,NA
02-09-98,3,GUWAHATI,NA
02-09-98,3,PATNA,NA
02-09-98,3,SHILLONG,NA
02-09-98,3,AIZAWL,NA
02-09-98,3,BHUBANESHWAR,NA
02-09-98,3,CUTTACK,NA
02-09-98,3,KOLKATA,NA
02-09-98,3,AGARTALA,NA
02-09-98,4,HYDERABAD,NA
02-09-98,4,VIJAYAWADA,NA
02-09-98,4,BANGALORE,NA
02-09-98,4,THIRUVANANTHAPURAM,NA
02-09-98,4,ERNAKULAM,NA
02-09-98,4,CHENNAI,NA
02-09-98,4,MADURAI,NA
02-09-98,4,PONDICHERRY,NA
09-09-98,1,HISAR,NA
09-09-98,1,KARNAL,NA
09-09-98,1,SHIMLA,NA
09-09-98,1,MANDI,NA
09-09-98,1,AMRITSAR,NA
09-09-98,1,LUDHIANA,NA
09-09-98,1,LUCKNOW,NA
09-09-98,1,KANPUR,NA
09-09-98,1,CHANDIGARH,NA
09-09-98,1,DELHI,NA
09-09-98,2,AHMEDABAD,NA
09-09-98,2,RAJKOT,NA
09-09-98,2,PANAJI,NA
09-09-98,2,BHOPAL,NA
09-09-98,2,INDORE,NA
09-09-98,2,MUMBAI,NA
09-09-98,2,NAGPUR,NA
09-09-98,2,JAIPUR,NA
09-09-98,2,JODHPUR,NA
09-09-98,3,GUWAHATI,NA
09-09-98,3,PATNA,NA
09-09-98,3,SHILLONG,NA
09-09-98,3,AIZAWL,NA
09-09-98,3,BHUBANESHWAR,NA
09-09-98,3,CUTTACK,NA
09-09-98,3,KOLKATA,NA
09-09-98,3,AGARTALA,NA
09-09-98,4,HYDERABAD,NA
09-09-98,4,VIJAYAWADA,NA
09-09-98,4,BANGALORE,NA
09-09-98,4,THIRUVANANTHAPURAM,NA
09-09-98,4,ERNAKULAM,NA
09-09-98,4,CHENNAI,NA
09-09-98,4,MADURAI,NA
09-09-98,4,PONDICHERRY,NA
16-09-98,1,HISAR,NA
16-09-98,1,KARNAL,NA
16-09-98,1,SHIMLA,NA
16-09-98,1,MANDI,NA
16-09-98,1,AMRITSAR,NA
16-09-98,1,LUDHIANA,NA
16-09-98,1,LUCKNOW,NA
16-09-98,1,KANPUR,NA
16-09-98,1,CHANDIGARH,NA
16-09-98,1,DELHI,NA
16-09-98,2,AHMEDABAD,NA
16-09-98,2,RAJKOT,NA
16-09-98,2,PANAJI,NA
16-09-98,2,BHOPAL,NA
16-09-98,2,INDORE,NA
16-09-98,2,MUMBAI,NA
16-09-98,2,NAGPUR,NA
16-09-98,2,JAIPUR,NA
16-09-98,2,JODHPUR,NA
16-09-98,3,GUWAHATI,NA
16-09-98,3,PATNA,NA
16-09-98,3,SHILLONG,NA
16-09-98,3,AIZAWL,NA
16-09-98,3,BHUBANESHWAR,NA
16-09-98,3,CUTTACK,NA
16-09-98,3,KOLKATA,NA
16-09-98,3,AGARTALA,NA
16-09-98,4,HYDERABAD,NA
16-09-98,4,VIJAYAWADA,NA
16-09-98,4,BANGALORE,NA
16-09-98,4,THIRUVANANTHAPURAM,NA
16-09-98,4,ERNAKULAM,NA
16-09-98,4,CHENNAI,NA
16-09-98,4,MADURAI,NA
16-09-98,4,PONDICHERRY,NA
23-09-98,1,HISAR,NA
23-09-98,1,KARNAL,NA
23-09-98,1,SHIMLA,NA
23-09-98,1,MANDI,NA
23-09-98,1,AMRITSAR,NA
23-09-98,1,LUDHIANA,NA
23-09-98,1,LUCKNOW,NA
23-09-98,1,KANPUR,NA
23-09-98,1,CHANDIGARH,NA
23-09-98,1,DELHI,NA
23-09-98,2,AHMEDABAD,NA
23-09-98,2,RAJKOT,NA
23-09-98,2,PANAJI,NA
23-09-98,2,BHOPAL,NA
