Date,zone,centre,Price
24-01-07,3,KOLKATA,450
24-01-07,3,AGARTALA,430
24-01-07,4,HYDERABAD,1150
24-01-07,4,VIJAYAWADA,1000
24-01-07,4,BANGALORE,900
24-01-07,4,THIRUVANANTHAPURAM,1070
24-01-07,4,ERNAKULAM,1050
24-01-07,4,CHENNAI,700
24-01-07,4,MADURAI,1000
24-01-07,4,PONDICHERRY,900
31-01-07,1,HISAR,300
31-01-07,1,KARNAL,300
31-01-07,1,SHIMLA,500
31-01-07,1,MANDI,450
31-01-07,1,SRINAGAR,NA
31-01-07,1,JAMMU,NA
31-01-07,1,AMRITSAR,410
31-01-07,1,LUDHIANA,400
31-01-07,1,LUCKNOW,250
31-01-07,1,KANPUR,300
31-01-07,1,CHANDIGARH,NA
31-01-07,1,DELHI,350
31-01-07,2,AHMEDABAD,600
31-01-07,2,RAJKOT,685
31-01-07,2,PANAJI,950
31-01-07,2,BHOPAL,400
31-01-07,2,INDORE,410
31-01-07,2,MUMBAI,625
31-01-07,2,NAGPUR,500
31-01-07,2,JAIPUR,350
31-01-07,2,JODHPUR,NA
31-01-07,3,GUWAHATI,450
31-01-07,3,PATNA,700
31-01-07,3,SHILLONG,450
31-01-07,3,AIZAWL,1000
31-01-07,3,BHUBANESHWAR,500
31-01-07,3,CUTTACK,400
31-01-07,3,KOLKATA,450
31-01-07,3,AGARTALA,430
31-01-07,4,HYDERABAD,1150
31-01-07,4,VIJAYAWADA,900
31-01-07,4,BANGALORE,900
31-01-07,4,THIRUVANANTHAPURAM,1070
31-01-07,4,ERNAKULAM,1050
31-01-07,4,CHENNAI,700
31-01-07,4,MADURAI,1000
31-01-07,4,PONDICHERRY,900
07-02-07,1,HISAR,300
07-02-07,1,KARNAL,300
07-02-07,1,SHIMLA,450
07-02-07,1,MANDI,425
07-02-07,1,SRINAGAR,NA
07-02-07,1,JAMMU,NA
07-02-07,1,AMRITSAR,410
07-02-07,1,LUDHIANA,400
07-02-07,1,LUCKNOW,250
07-02-07,1,KANPUR,300
07-02-07,1,CHANDIGARH,NA
07-02-07,1,DELHI,350
07-02-07,2,AHMEDABAD,600
07-02-07,2,RAJKOT,700
07-02-07,2,PANAJI,950
07-02-07,2,BHOPAL,400
07-02-07,2,INDORE,410
07-02-07,2,MUMBAI,500
07-02-07,2,NAGPUR,500
07-02-07,2,JAIPUR,350
07-02-07,2,JODHPUR,NA
07-02-07,3,GUWAHATI,450
07-02-07,3,PATNA,700
07-02-07,3,SHILLONG,450
07-02-07,3,AIZAWL,1000
07-02-07,3,BHUBANESHWAR,430
07-02-07,3,CUTTACK,450
07-02-07,3,KOLKATA,450
07-02-07,3,AGARTALA,500
07-02-07,4,HYDERABAD,1150
07-02-07,4,VIJAYAWADA,900
07-02-07,4,BANGALORE,1000
07-02-07,4,THIRUVANANTHAPURAM,1065
07-02-07,4,ERNAKULAM,1000
07-02-07,4,CHENNAI,700
07-02-07,4,MADURAI,1000
07-02-07,4,PONDICHERRY,800
14-02-07,1,HISAR,300
14-02-07,1,KARNAL,300
14-02-07,1,SHIMLA,550
14-02-07,1,MANDI,450
14-02-07,1,SRINAGAR,NA
14-02-07,1,JAMMU,NA
14-02-07,1,AMRITSAR,410
14-02-07,1,LUDHIANA,400
14-02-07,1,LUCKNOW,400
14-02-07,1,KANPUR,300
14-02-07,1,CHANDIGARH,NA
14-02-07,1,DELHI,488
14-02-07,2,AHMEDABAD,600
14-02-07,2,RAJKOT,700
14-02-07,2,PANAJI,950
14-02-07,2,BHOPAL,400
14-02-07,2,INDORE,410
14-02-07,2,MUMBAI,550
14-02-07,2,NAGPUR,625
14-02-07,2,JAIPUR,400
14-02-07,2,JODHPUR,NA
14-02-07,3,GUWAHATI,350
14-02-07,3,PATNA,350
14-02-07,3,SHILLONG,450
14-02-07,3,AIZAWL,1000
14-02-07,3,BHUBANESHWAR,400
14-02-07,3,CUTTACK,450
14-02-07,3,KOLKATA,500
14-02-07,3,AGARTALA,500
14-02-07,4,HYDERABAD,1150
14-02-07,4,VIJAYAWADA,1000
14-02-07,4,BANGALORE,750
14-02-07,4,THIRUVANANTHAPURAM,1065
14-02-07,4,ERNAKULAM,1000
14-02-07,4,CHENNAI,600
14-02-07,4,MADURAI,1000
14-02-07,4,PONDICHERRY,800
21-02-07,1,HISAR,500
21-02-07,1,KARNAL,500
21-02-07,1,SHIMLA,600
21-02-07,1,MANDI,490
21-02-07,1,SRINAGAR,NA
21-02-07,1,JAMMU,NA
21-02-07,1,AMRITSAR,410
21-02-07,1,LUDHIANA,500
21-02-07,1,LUCKNOW,400
21-02-07,1,KANPUR,300
21-02-07,1,CHANDIGARH,NA
21-02-07,1,DELHI,388
21-02-07,2,AHMEDABAD,750
21-02-07,2,RAJKOT,680
21-02-07,2,PANAJI,950
21-02-07,2,BHOPAL,400
21-02-07,2,INDORE,410
21-02-07,2,MUMBAI,600
21-02-07,2,NAGPUR,675
21-02-07,2,JAIPUR,300
21-02-07,2,JODHPUR,NA
21-02-07,3,GUWAHATI,400
21-02-07,3,PATNA,300
21-02-07,3,SHILLONG,450
21-02-07,3,AIZAWL,1000
21-02-07,3,BHUBANESHWAR,500
21-02-07,3,CUTTACK,450
21-02-07,3,KOLKATA,400
21-02-07,3,AGARTALA,500
21-02-07,4,HYDERABAD,750
21-02-07,4,VIJAYAWADA,1200
21-02-07,4,BANGALORE,800
21-02-07,4,THIRUVANANTHAPURAM,1065
21-02-07,4,ERNAKULAM,1000
21-02-07,4,CHENNAI,600
21-02-07,4,MADURAI,1000
21-02-07,4,PONDICHERRY,900
28-02-07,1,HISAR,300
28-02-07,1,KARNAL,300
28-02-07,1,SHIMLA,600
28-02-07,1,MANDI,500
28-02-07,1,SRINAGAR,NA
28-02-07,1,JAMMU,NA
28-02-07,1,AMRITSAR,500
28-02-07,1,LUDHIANA,450
28-02-07,1,LUCKNOW,350
28-02-07,1,KANPUR,350
28-02-07,1,CHANDIGARH,NA
28-02-07,1,DELHI,413
28-02-07,2,AHMEDABAD,750
28-02-07,2,RAJKOT,680
28-02-07,2,PANAJI,850
28-02-07,2,BHOPAL,400
28-02-07,2,INDORE,450
28-02-07,2,MUMBAI,550
28-02-07,2,NAGPUR,600
28-02-07,2,JAIPUR,300
28-02-07,2,JODHPUR,NA
28-02-07,3,GUWAHATI,400
28-02-07,3,PATNA,400
28-02-07,3,SHILLONG,450
28-02-07,3,AIZAWL,1000
28-02-07,3,BHUBANESHWAR,500
28-02-07,3,CUTTACK,550
28-02-07,3,KOLKATA,400
28-02-07,3,AGARTALA,500
28-02-07,4,HYDERABAD,750
28-02-07,4,VIJAYAWADA,1200
28-02-07,4,BANGALORE,850
28-02-07,4,THIRUVANANTHAPURAM,1065
28-02-07,4,ERNAKULAM,1000
28-02-07,4,CHENNAI,600
28-02-07,4,MADURAI,1000
28-02-07,4,PONDICHERRY,900
07-03-07,1,HISAR,300
07-03-07,1,KARNAL,300
07-03-07,1,SHIMLA,600
07-03-07,1,MANDI,525
07-03-07,1,SRINAGAR,NA
07-03-07,1,JAMMU,NA
07-03-07,1,AMRITSAR,500
07-03-07,1,LUDHIANA,450
07-03-07,1,LUCKNOW,350
07-03-07,1,KANPUR,300
07-03-07,1,CHANDIGARH,NA
07-03-07,1,DELHI,450
07-03-07,2,AHMEDABAD,710
07-03-07,2,RAJKOT,710
07-03-07,2,PANAJI,850
07-03-07,2,BHOPAL,400
07-03-07,2,INDORE,460
07-03-07,2,MUMBAI,650
07-03-07,2,NAGPUR,500
07-03-07,2,JAIPUR,350
07-03-07,2,JODHPUR,NA
07-03-07,3,GUWAHATI,500
07-03-07,3,PATNA,400
07-03-07,3,SHILLONG,450
07-03-07,3,AIZAWL,780
07-03-07,3,BHUBANESHWAR,550
07-03-07,3,CUTTACK,580
07-03-07,3,KOLKATA,520
07-03-07,3,AGARTALA,500
07-03-07,4,HYDERABAD,750
07-03-07,4,VIJAYAWADA,1100
07-03-07,4,BANGALORE,850
07-03-07,4,THIRUVANANTHAPURAM,1065
07-03-07,4,ERNAKULAM,1000
07-03-07,4,CHENNAI,600
07-03-07,4,MADURAI,1000
07-03-07,4,PONDICHERRY,800
14-03-07,1,HISAR,800
14-03-07,1,KARNAL,800
14-03-07,1,SHIMLA,600
14-03-07,1,MANDI,575
14-03-07,1,SRINAGAR,NA
14-03-07,1,JAMMU,NA
14-03-07,1,AMRITSAR,400
14-03-07,1,LUDHIANA,480
14-03-07,1,LUCKNOW,350
14-03-07,1,KANPUR,300
14-03-07,1,CHANDIGARH,NA
14-03-07,1,DELHI,638
14-03-07,2,AHMEDABAD,685
14-03-07,2,RAJKOT,690
14-03-07,2,PANAJI,800
14-03-07,2,BHOPAL,400
14-03-07,2,INDORE,460
14-03-07,2,MUMBAI,750
14-03-07,2,NAGPUR,525
14-03-07,2,JAIPUR,400
14-03-07,2,JODHPUR,NA
14-03-07,3,GUWAHATI,500
14-03-07,3,PATNA,400
14-03-07,3,SHILLONG,450
14-03-07,3,AIZAWL,780
14-03-07,3,BHUBANESHWAR,540
14-03-07,3,CUTTACK,580
14-03-07,3,KOLKATA,520
14-03-07,3,AGARTALA,750
14-03-07,4,HYDERABAD,750
14-03-07,4,VIJAYAWADA,1100
14-03-07,4,BANGALORE,850
14-03-07,4,THIRUVANANTHAPURAM,1065
14-03-07,4,ERNAKULAM,1000
14-03-07,4,CHENNAI,600
14-03-07,4,MADURAI,1000
14-03-07,4,PONDICHERRY,900
21-03-07,1,HISAR,600
21-03-07,1,KARNAL,500
21-03-07,1,SHIMLA,600
21-03-07,1,MANDI,680
21-03-07,1,SRINAGAR,NA
21-03-07,1,JAMMU,NA
21-03-07,1,AMRITSAR,400
21-03-07,1,LUDHIANA,480
21-03-07,1,LUCKNOW,600
21-03-07,1,KANPUR,550
21-03-07,1,CHANDIGARH,NA
21-03-07,1,DELHI,638
21-03-07,2,AHMEDABAD,700
21-03-07,2,RAJKOT,690
21-03-07,2,PANAJI,800
21-03-07,2,BHOPAL,400
21-03-07,2,INDORE,460
21-03-07,2,MUMBAI,550
21-03-07,2,NAGPUR,459
21-03-07,2,JAIPUR,300
21-03-07,2,JODHPUR,NA
21-03-07,3,GUWAHATI,500
21-03-07,3,PATNA,400
21-03-07,3,SHILLONG,550
21-03-07,3,AIZAWL,780
21-03-07,3,BHUBANESHWAR,540
21-03-07,3,CUTTACK,580
21-03-07,3,KOLKATA,600
21-03-07,3,AGARTALA,750
21-03-07,4,HYDERABAD,750
21-03-07,4,VIJAYAWADA,1100
21-03-07,4,BANGALORE,800
21-03-07,4,THIRUVANANTHAPURAM,1065
21-03-07,4,ERNAKULAM,1000
21-03-07,4,CHENNAI,600
21-03-07,4,MADURAI,1000
21-03-07,4,PONDICHERRY,900
28-03-07,1,HISAR,600
28-03-07,1,KARNAL,600
28-03-07,1,SHIMLA,600
28-03-07,1,MANDI,680
28-03-07,1,SRINAGAR,NA
28-03-07,1,JAMMU,NA
28-03-07,1,AMRITSAR,400
28-03-07,1,LUDHIANA,480
28-03-07,1,LUCKNOW,580
28-03-07,1,KANPUR,300
28-03-07,1,CHANDIGARH,NA
28-03-07,1,DELHI,575
28-03-07,2,AHMEDABAD,725
28-03-07,2,RAJKOT,690
28-03-07,2,PANAJI,800
28-03-07,2,BHOPAL,400
28-03-07,2,INDORE,460
28-03-07,2,MUMBAI,600
28-03-07,2,NAGPUR,450
28-03-07,2,JAIPUR,300
28-03-07,2,JODHPUR,NA
28-03-07,3,GUWAHATI,630
28-03-07,3,PATNA,400
28-03-07,3,SHILLONG,600
28-03-07,3,AIZAWL,780
28-03-07,3,BHUBANESHWAR,590
28-03-07,3,CUTTACK,630
28-03-07,3,KOLKATA,600
28-03-07,3,AGARTALA,750
28-03-07,4,HYDERABAD,680
28-03-07,4,VIJAYAWADA,1000
28-03-07,4,BANGALORE,750
28-03-07,4,THIRUVANANTHAPURAM,975
28-03-07,4,ERNAKULAM,1000
28-03-07,4,CHENNAI,600
28-03-07,4,MADURAI,1000
28-03-07,4,PONDICHERRY,900
04-04-07,1,HISAR,600
04-04-07,1,KARNAL,600
04-04-07,1,SHIMLA,600
04-04-07,1,MANDI,680
04-04-07,1,SRINAGAR,NA
04-04-07,1,JAMMU,NA
04-04-07,1,AMRITSAR,400
04-04-07,1,LUDHIANA,480
04-04-07,1,LUCKNOW,580
04-04-07,1,KANPUR,375
04-04-07,1,CHANDIGARH,NA
04-04-07,1,DELHI,587
04-04-07,2,AHMEDABAD,720
04-04-07,2,RAJKOT,690
04-04-07,2,PANAJI,900
04-04-07,2,BHOPAL,400
04-04-07,2,INDORE,470
04-04-07,2,MUMBAI,650
04-04-07,2,NAGPUR,513
04-04-07,2,JAIPUR,300
04-04-07,2,JODHPUR,NA
04-04-07,3,GUWAHATI,630
04-04-07,3,PATNA,400
04-04-07,3,SHILLONG,600
04-04-07,3,AIZAWL,780
04-04-07,3,BHUBANESHWAR,600
04-04-07,3,CUTTACK,670
04-04-07,3,KOLKATA,600
04-04-07,3,AGARTALA,800
04-04-07,4,HYDERABAD,680
04-04-07,4,VIJAYAWADA,1000
04-04-07,4,BANGALORE,730
04-04-07,4,THIRUVANANTHAPURAM,975
04-04-07,4,ERNAKULAM,1000
04-04-07,4,CHENNAI,600
04-04-07,4,MADURAI,1000
04-04-07,4,PONDICHERRY,900
11-04-07,1,HISAR,625
11-04-07,1,KARNAL,600
11-04-07,1,SHIMLA,650
11-04-07,1,MANDI,650
11-04-07,1,SRINAGAR,NA
11-04-07,1,JAMMU,NA
11-04-07,1,AMRITSAR,400
11-04-07,1,LUDHIANA,480
11-04-07,1,LUCKNOW,580
11-04-07,1,KANPUR,275
11-04-07,1,CHANDIGARH,NA
11-04-07,1,DELHI,625
11-04-07,2,AHMEDABAD,705
11-04-07,2,RAJKOT,712
11-04-07,2,PANAJI,900
11-04-07,2,BHOPAL,400
11-04-07,2,INDORE,470
11-04-07,2,MUMBAI,600
11-04-07,2,NAGPUR,550
11-04-07,2,JAIPUR,400
11-04-07,2,JODHPUR,NA
11-04-07,3,GUWAHATI,630
11-04-07,3,PATNA,400
11-04-07,3,SHILLONG,600
11-04-07,3,AIZAWL,740
11-04-07,3,BHUBANESHWAR,600
11-04-07,3,CUTTACK,650
11-04-07,3,KOLKATA,700
11-04-07,3,AGARTALA,750
11-04-07,4,HYDERABAD,680
11-04-07,4,VIJAYAWADA,700
11-04-07,4,BANGALORE,750
11-04-07,4,THIRUVANANTHAPURAM,975
11-04-07,4,ERNAKULAM,1000
11-04-07,4,CHENNAI,600
11-04-07,4,MADURAI,1000
11-04-07,4,PONDICHERRY,900
18-04-07,1,HISAR,950
18-04-07,1,KARNAL,950
18-04-07,1,SHIMLA,850
18-04-07,1,MANDI,750
18-04-07,1,SRINAGAR,NA
18-04-07,1,JAMMU,NA
18-04-07,1,AMRITSAR,400
18-04-07,1,LUDHIANA,480
18-04-07,1,LUCKNOW,580
18-04-07,1,KANPUR,275
18-04-07,1,CHANDIGARH,NA
18-04-07,1,DELHI,675
18-04-07,2,AHMEDABAD,705
18-04-07,2,RAJKOT,712
18-04-07,2,PANAJI,900
18-04-07,2,BHOPAL,400
18-04-07,2,INDORE,470
18-04-07,2,MUMBAI,700
18-04-07,2,NAGPUR,525
18-04-07,2,JAIPUR,450
18-04-07,2,JODHPUR,NA
18-04-07,3,GUWAHATI,600
18-04-07,3,PATNA,400
18-04-07,3,SHILLONG,600
18-04-07,3,AIZAWL,400
18-04-07,3,BHUBANESHWAR,700
18-04-07,3,CUTTACK,720
18-04-07,3,KOLKATA,700
18-04-07,3,AGARTALA,750
18-04-07,4,HYDERABAD,680
18-04-07,4,VIJAYAWADA,720
18-04-07,4,BANGALORE,850
18-04-07,4,THIRUVANANTHAPURAM,975
18-04-07,4,ERNAKULAM,1000
18-04-07,4,CHENNAI,800
18-04-07,4,MADURAI,1000
18-04-07,4,PONDICHERRY,900
25-04-07,1,HISAR,950
25-04-07,1,KARNAL,950
25-04-07,1,SHIMLA,900
25-04-07,1,MANDI,750
25-04-07,1,SRINAGAR,NA
25-04-07,1,JAMMU,NA
25-04-07,1,AMRITSAR,400
25-04-07,1,LUDHIANA,480
25-04-07,1,LUCKNOW,500
25-04-07,1,KANPUR,375
25-04-07,1,CHANDIGARH,NA
25-04-07,1,DELHI,675
25-04-07,2,AHMEDABAD,720
25-04-07,2,RAJKOT,742
25-04-07,2,PANAJI,900
25-04-07,2,BHOPAL,400
25-04-07,2,INDORE,470
25-04-07,2,MUMBAI,650
25-04-07,2,NAGPUR,725
25-04-07,2,JAIPUR,300
25-04-07,2,JODHPUR,NA
25-04-07,3,GUWAHATI,650
25-04-07,3,PATNA,400
25-04-07,3,SHILLONG,600
25-04-07,3,AIZAWL,400
25-04-07,3,BHUBANESHWAR,700
25-04-07,3,CUTTACK,720
25-04-07,3,KOLKATA,720
25-04-07,3,AGARTALA,750
25-04-07,4,HYDERABAD,680
25-04-07,4,VIJAYAWADA,720
25-04-07,4,BANGALORE,1000
25-04-07,4,THIRUVANANTHAPURAM,975
25-04-07,4,ERNAKULAM,1000
25-04-07,4,CHENNAI,800
25-04-07,4,MADURAI,1000
25-04-07,4,PONDICHERRY,900
02-05-07,1,HISAR,700
02-05-07,1,KARNAL,750
02-05-07,1,SHIMLA,900
02-05-07,1,MANDI,750
02-05-07,1,SRINAGAR,NA
02-05-07,1,JAMMU,NA
02-05-07,1,AMRITSAR,400
02-05-07,1,LUDHIANA,480
02-05-07,1,LUCKNOW,600
02-05-07,1,KANPUR,375
02-05-07,1,CHANDIGARH,NA
02-05-07,1,DELHI,638
02-05-07,2,AHMEDABAD,720
02-05-07,2,RAJKOT,742
02-05-07,2,PANAJI,900
02-05-07,2,BHOPAL,400
02-05-07,2,INDORE,470
02-05-07,2,MUMBAI,700
02-05-07,2,NAGPUR,900
02-05-07,2,JAIPUR,300
02-05-07,2,JODHPUR,NA
02-05-07,3,GUWAHATI,650
02-05-07,3,PATNA,400
02-05-07,3,SHILLONG,750
02-05-07,3,AIZAWL,400
02-05-07,3,BHUBANESHWAR,700
02-05-07,3,CUTTACK,720
02-05-07,3,KOLKATA,720
02-05-07,3,AGARTALA,750
02-05-07,4,HYDERABAD,680
02-05-07,4,VIJAYAWADA,720
02-05-07,4,BANGALORE,900
02-05-07,4,THIRUVANANTHAPURAM,975
02-05-07,4,ERNAKULAM,1000
02-05-07,4,CHENNAI,800
02-05-07,4,MADURAI,1000
02-05-07,4,PONDICHERRY,1100
09-05-07,1,HISAR,750
09-05-07,1,KARNAL,800
09-05-07,1,SHIMLA,900
09-05-07,1,MANDI,725
09-05-07,1,SRINAGAR,NA
09-05-07,1,JAMMU,NA
09-05-07,1,AMRITSAR,400
09-05-07,1,LUDHIANA,580
09-05-07,1,LUCKNOW,600
09-05-07,1,KANPUR,375
09-05-07,1,CHANDIGARH,NA
09-05-07,1,DELHI,613
09-05-07,2,AHMEDABAD,720
09-05-07,2,RAJKOT,742
09-05-07,2,PANAJI,900
09-05-07,2,BHOPAL,400
09-05-07,2,INDORE,470
09-05-07,2,MUMBAI,750
09-05-07,2,NAGPUR,710
09-05-07,2,JAIPUR,350
09-05-07,2,JODHPUR,NA
09-05-07,3,GUWAHATI,650
09-05-07,3,PATNA,600
09-05-07,3,SHILLONG,850
09-05-07,3,AIZAWL,400
09-05-07,3,BHUBANESHWAR,730
09-05-07,3,CUTTACK,720
09-05-07,3,KOLKATA,720
09-05-07,3,AGARTALA,750
09-05-07,4,HYDERABAD,680
09-05-07,4,VIJAYAWADA,720
09-05-07,4,BANGALORE,1100
09-05-07,4,THIRUVANANTHAPURAM,1380
09-05-07,4,ERNAKULAM,1300
09-05-07,4,CHENNAI,800
09-05-07,4,MADURAI,1000
09-05-07,4,PONDICHERRY,1100
16-05-07,1,HISAR,800
16-05-07,1,KARNAL,800
16-05-07,1,SHIMLA,900
16-05-07,1,MANDI,725
16-05-07,1,SRINAGAR,NA
16-05-07,1,JAMMU,NA
16-05-07,1,AMRITSAR,400
16-05-07,1,LUDHIANA,580
16-05-07,1,LUCKNOW,600
16-05-07,1,KANPUR,375
16-05-07,1,CHANDIGARH,NA
16-05-07,1,DELHI,725
16-05-07,2,AHMEDABAD,732
16-05-07,2,RAJKOT,737
16-05-07,2,PANAJI,900
16-05-07,2,BHOPAL,400
16-05-07,2,INDORE,470
16-05-07,2,MUMBAI,750
16-05-07,2,NAGPUR,725
16-05-07,2,JAIPUR,350
16-05-07,2,JODHPUR,NA
16-05-07,3,GUWAHATI,650
16-05-07,3,PATNA,600
16-05-07,3,SHILLONG,850
16-05-07,3,AIZAWL,400
16-05-07,3,BHUBANESHWAR,700
16-05-07,3,CUTTACK,720
16-05-07,3,KOLKATA,760
16-05-07,3,AGARTALA,750
16-05-07,4,HYDERABAD,680
16-05-07,4,VIJAYAWADA,720
16-05-07,4,BANGALORE,1000
16-05-07,4,THIRUVANANTHAPURAM,1300
16-05-07,4,ERNAKULAM,1250
16-05-07,4,CHENNAI,750
16-05-07,4,MADURAI,1000
16-05-07,4,PONDICHERRY,1150
23-05-07,1,HISAR,800
23-05-07,1,KARNAL,800
23-05-07,1,SHIMLA,900
23-05-07,1,MANDI,750
23-05-07,1,SRINAGAR,NA
23-05-07,1,JAMMU,NA
23-05-07,1,AMRITSAR,400
23-05-07,1,LUDHIANA,580
23-05-07,1,LUCKNOW,600
23-05-07,1,KANPUR,375
23-05-07,1,CHANDIGARH,NA
23-05-07,1,DELHI,687
23-05-07,2,AHMEDABAD,730
23-05-07,2,RAJKOT,747
23-05-07,2,PANAJI,900
23-05-07,2,BHOPAL,400
23-05-07,2,INDORE,470
23-05-07,2,MUMBAI,750
23-05-07,2,NAGPUR,825
23-05-07,2,JAIPUR,350
23-05-07,2,JODHPUR,NA
23-05-07,3,GUWAHATI,650
23-05-07,3,PATNA,600
23-05-07,3,SHILLONG,850
23-05-07,3,AIZAWL,400
23-05-07,3,BHUBANESHWAR,700
23-05-07,3,CUTTACK,720
23-05-07,3,KOLKATA,800
23-05-07,3,AGARTALA,950
23-05-07,4,HYDERABAD,680
23-05-07,4,VIJAYAWADA,720
23-05-07,4,BANGALORE,1000
23-05-07,4,THIRUVANANTHAPURAM,1375
23-05-07,4,ERNAKULAM,1400
23-05-07,4,CHENNAI,750
23-05-07,4,MADURAI,1000
23-05-07,4,PONDICHERRY,1150
30-05-07,1,HISAR,600
30-05-07,1,KARNAL,650
30-05-07,1,SHIMLA,800
30-05-07,1,MANDI,750
30-05-07,1,SRINAGAR,NA
30-05-07,1,JAMMU,NA
30-05-07,1,AMRITSAR,400
30-05-07,1,LUDHIANA,700
30-05-07,1,LUCKNOW,600
30-05-07,1,KANPUR,375
30-05-07,1,CHANDIGARH,NA
30-05-07,1,DELHI,713
30-05-07,2,AHMEDABAD,730
30-05-07,2,RAJKOT,747
30-05-07,2,PANAJI,900
30-05-07,2,BHOPAL,400
30-05-07,2,INDORE,510
30-05-07,2,MUMBAI,750
30-05-07,2,NAGPUR,740
30-05-07,2,JAIPUR,500
30-05-07,2,JODHPUR,NA
30-05-07,3,GUWAHATI,800
30-05-07,3,PATNA,600
30-05-07,3,SHILLONG,850
30-05-07,3,AIZAWL,400
30-05-07,3,BHUBANESHWAR,700
30-05-07,3,CUTTACK,720
30-05-07,3,KOLKATA,720
30-05-07,3,AGARTALA,950
30-05-07,4,HYDERABAD,680
30-05-07,4,VIJAYAWADA,720
30-05-07,4,BANGALORE,1000
30-05-07,4,THIRUVANANTHAPURAM,1375
30-05-07,4,ERNAKULAM,1400
30-05-07,4,CHENNAI,750
30-05-07,4,MADURAI,800
30-05-07,4,PONDICHERRY,1150
06-06-07,1,HISAR,600
06-06-07,1,KARNAL,650
06-06-07,1,SHIMLA,800
06-06-07,1,MANDI,850
06-06-07,1,SRINAGAR,NA
06-06-07,1,JAMMU,NA
06-06-07,1,AMRITSAR,400
06-06-07,1,LUDHIANA,760
06-06-07,1,LUCKNOW,600
06-06-07,1,KANPUR,375
06-06-07,1,CHANDIGARH,NA
06-06-07,1,DELHI,710
06-06-07,2,AHMEDABAD,745
06-06-07,2,RAJKOT,742
06-06-07,2,PANAJI,1200
06-06-07,2,BHOPAL,400
06-06-07,2,INDORE,510
06-06-07,2,MUMBAI,750
06-06-07,2,NAGPUR,740
06-06-07,2,JAIPUR,450
06-06-07,2,JODHPUR,NA
06-06-07,3,GUWAHATI,800
06-06-07,3,PATNA,600
06-06-07,3,SHILLONG,850
06-06-07,3,AIZAWL,400
06-06-07,3,BHUBANESHWAR,770
06-06-07,3,CUTTACK,780
06-06-07,3,KOLKATA,725
06-06-07,3,AGARTALA,970
06-06-07,4,HYDERABAD,680
06-06-07,4,VIJAYAWADA,720
06-06-07,4,BANGALORE,1000
06-06-07,4,THIRUVANANTHAPURAM,1375
06-06-07,4,ERNAKULAM,1400
06-06-07,4,CHENNAI,750
06-06-07,4,MADURAI,800
06-06-07,4,PONDICHERRY,1250
13-06-07,1,HISAR,600
13-06-07,1,KARNAL,700
13-06-07,1,SHIMLA,800
13-06-07,1,MANDI,800
13-06-07,1,SRINAGAR,NA
13-06-07,1,JAMMU,NA
13-06-07,1,AMRITSAR,400
13-06-07,1,LUDHIANA,750
13-06-07,1,LUCKNOW,600
13-06-07,1,KANPUR,375
13-06-07,1,CHANDIGARH,NA
13-06-07,1,DELHI,825
13-06-07,2,AHMEDABAD,745
13-06-07,2,RAJKOT,742
13-06-07,2,PANAJI,1200
13-06-07,2,BHOPAL,400
13-06-07,2,INDORE,510
13-06-07,2,MUMBAI,750
13-06-07,2,NAGPUR,787
13-06-07,2,JAIPUR,400
13-06-07,2,JODHPUR,NA
13-06-07,3,GUWAHATI,800
13-06-07,3,PATNA,600
13-06-07,3,SHILLONG,850
13-06-07,3,AIZAWL,1000
13-06-07,3,BHUBANESHWAR,780
13-06-07,3,CUTTACK,780
13-06-07,3,KOLKATA,725
13-06-07,3,AGARTALA,950
13-06-07,4,HYDERABAD,680
13-06-07,4,VIJAYAWADA,720
13-06-07,4,BANGALORE,1200
13-06-07,4,THIRUVANANTHAPURAM,1375
13-06-07,4,ERNAKULAM,1400
13-06-07,4,CHENNAI,900
13-06-07,4,MADURAI,800
13-06-07,4,PONDICHERRY,1250
20-06-07,1,HISAR,700
20-06-07,1,KARNAL,650
20-06-07,1,SHIMLA,800
20-06-07,1,MANDI,900
20-06-07,1,SRINAGAR,NA
20-06-07,1,JAMMU,NA
20-06-07,1,AMRITSAR,400
20-06-07,1,LUDHIANA,750
20-06-07,1,LUCKNOW,600
20-06-07,1,KANPUR,375
20-06-07,1,CHANDIGARH,NA
20-06-07,1,DELHI,975
20-06-07,2,AHMEDABAD,745
20-06-07,2,RAJKOT,742
20-06-07,2,PANAJI,1100
20-06-07,2,BHOPAL,400
20-06-07,2,INDORE,510
20-06-07,2,MUMBAI,750
20-06-07,2,NAGPUR,713
20-06-07,2,JAIPUR,450
20-06-07,2,JODHPUR,NA
20-06-07,3,GUWAHATI,800
20-06-07,3,PATNA,600
20-06-07,3,SHILLONG,850
20-06-07,3,AIZAWL,1000
20-06-07,3,BHUBANESHWAR,770
20-06-07,3,CUTTACK,800
20-06-07,3,KOLKATA,780
20-06-07,3,AGARTALA,950
20-06-07,4,HYDERABAD,1200
20-06-07,4,VIJAYAWADA,720
20-06-07,4,BANGALORE,1200
20-06-07,4,THIRUVANANTHAPURAM,1375
20-06-07,4,ERNAKULAM,1400
20-06-07,4,CHENNAI,900
20-06-07,4,MADURAI,800
20-06-07,4,PONDICHERRY,1150
27-06-07,1,HISAR,700
27-06-07,1,KARNAL,700
27-06-07,1,SHIMLA,850
27-06-07,1,MANDI,900
27-06-07,1,SRINAGAR,NA
27-06-07,1,JAMMU,NA
27-06-07,1,AMRITSAR,400
